id,text,sentiment,text_original,tokens
35732,باش ميكونش لبس موضوع الشفافيه ذكرتي بغيت نضيف الاضافه انه الشركات الخاصه برساميل خاصه عائله شركه رجل اعمال كيفضل ميدخلش البورصه راس مال ديالو خاص ماباغيش العالم كامل يعرف شحال كيدخل وشحال كيخرج وهذا حقوا مدام راس مال خاص يعني ماشي بضروره الخواض كيما البعض غادي يحساب ليهم وتاني نقطه انه شركات سيوله زايده يعني الاستثمار كيديروه بطريقه ذاتيه فممحتاجينش يدخلوا البورصه باش يجمعوا سيوله يستثمروها تطوير المشاريع ديالهم وكيمولوا راسهم براسهم وممحتاجينش يدخلوا البورصه باش يجيبو راس مال اضافي وهاذ النقطه بالذات السبب الشركات كتفضل تدخل البورصه لانه باغا السيوله باش تزيد تطور يعني موضوع الشفافيه ماشي بضروره السبب الشركات ماباغاش تدخل البورصه سبب اهم اخر تنظيمي يعني انه باش تدير اكتتاب عام وتقبل تدخل البورصه خاسك توصل السقف وخاس متوفرين فيك شروط اغلب الشركات ممتوفرينش فيهم واخا يبغيو يدخلوا وابسط مثال كاش بليس براسها سنين وهيا خدامه باش تقبلات,neutre,باش ميكونش لبس موضوع الشفافيه ذكرتي بغيت نضيف الاضافه انه الشركات الخاصه برساميل خاصه عائله شركه رجل اعمال كيفضل ميدخلش البورصه راس مال ديالو خاص ماباغيش العالم كامل يعرف شحال كيدخل وشحال كيخرج وهذا حقوا مدام راس مال خاص يعني ماشي بضروره الخواض كيما البعض غادي يحساب ليهم وتاني نقطه انه شركات سيوله زايده يعني الاستثمار كيديروه بطريقه ذاتيه فممحتاجينش يدخلوا البورصه باش يجمعوا سيوله يستثمروها تطوير المشاريع ديالهم وكيمولوا راسهم براسهم وممحتاجينش يدخلوا البورصه باش يجيبو راس مال اضافي وهاذ النقطه بالذات السبب الشركات كتفضل تدخل البورصه لانه باغا السيوله باش تزيد تطور يعني موضوع الشفافيه ماشي بضروره السبب الشركات ماباغاش تدخل البورصه سبب اهم اخر تنظيمي يعني انه باش تدير اكتتاب عام وتقبل تدخل البورصه خاسك توصل السقف وخاس متوفرين فيك شروط اغلب الشركات ممتوفرينش فيهم واخا يبغيو يدخلوا وابسط مثال كاش بليس براسها سنين وهيا خدامه باش تقبلات,"['باش', 'ميكونش', 'لبس', 'موضوع', 'الشفافيه', 'ذكرتي', 'بغيت', 'نضيف', 'الاضافه', 'انه', 'الشركات', 'الخاصه', 'برساميل', 'خاصه', 'عائله', 'شركه', 'رجل', 'اعمال', 'كيفضل', 'ميدخلش', 'البورصه', 'راس', 'مال', 'ديالو', 'خاص', 'ماباغيش', 'العالم', 'كامل', 'يعرف', 'شحال', 'كيدخل', 'وشحال', 'كيخرج', 'وهذا', 'حقوا', 'مدام', 'راس', 'مال', 'خاص', 'يعني', 'ماشي', 'بضروره', 'الخواض', 'كيما', 'البعض', 'غادي', 'يحساب', 'ليهم', 'وتاني', 'نقطه', 'انه', 'شركات', 'سيوله', 'زايده', 'يعني', 'الاستثمار', 'كيديروه', 'بطريقه', 'ذاتيه', 'فممحتاجينش', 'يدخلوا', 'البورصه', 'باش', 'يجمعوا', 'سيوله', 'يستثمروها', 'تطوير', 'المشاريع', 'ديالهم', 'وكيمولوا', 'راسهم', 'براسهم', 'وممحتاجينش', 'يدخلوا', 'البورصه', 'باش', 'يجيبو', 'راس', 'مال', 'اضافي', 'وهاذ', 'النقطه', 'بالذات', 'السبب', 'الشركات', 'كتفضل', 'تدخل', 'البورصه', 'لانه', 'باغا', 'السيوله', 'باش', 'تزيد', 'تطور', 'يعني', 'موضوع', 'الشفافيه', 'ماشي', 'بضروره', 'السبب', 'الشركات', 'ماباغاش', 'تدخل', 'البورصه', 'سبب', 'اهم', 'اخر', 'تنظيمي', 'يعني', 'انه', 'باش', 'تدير', 'اكتتاب', 'عام', 'وتقبل', 'تدخل', 'البورصه', 'خاسك', 'توصل', 'السقف', 'وخاس', 'متوفرين', 'فيك', 'شروط', 'اغلب', 'الشركات', 'ممتوفرينش', 'فيهم', 'واخا', 'يبغيو', 'يدخلوا', 'وابسط', 'مثال', 'كاش', 'بليس', 'براسها', 'سنين', 'وهيا', 'خدامه', 'باش', 'تقبلات']"
35733,السي مصطفي لاول مره كاتجي المجال ديالي فعلا ذاك الشيء اللي شرحتي الفيديو علما باقي التفاصيل ذكرتيهمش متاكد بانك بغيتيش تذكرهم علي اساس تسهل المعلومه المواطنين فعلا شراء وبيع الاسهم السندات شيء القبيل البورصه الوطنيه ولا الدوليه مخاطره كبيره كنت اتمني تقوم بنصيحه للاخوان والاخوات اللي غادي يتفرجوا الحلقه وغادي يمشي ويبحثوا علي التعلم وغيطيحوا اصحاب الدورات واللي اغلبهم نصابه مشكله مجال كبير جدا ويحتاج للدراسه عميقه والفهم جيد رغم تجد الارباح يحتاج للذكاء والتوازن المحفظه دائما شراء بيع اي سهم اي سند يجب تقوم ببحث عميق وهذا البحث يطالب الجهد كبير,négatif,السي مصطفي لاول مره كاتجي المجال ديالي فعلا ذاك الشيء اللي شرحتي الفيديو علما باقي التفاصيل ذكرتيهمش متاكد بانك بغيتيش تذكرهم علي اساس تسهل المعلومه المواطنين فعلا شراء وبيع الاسهم السندات شيء القبيل البورصه الوطنيه ولا الدوليه مخاطره كبيره كنت اتمني تقوم بنصيحه للاخوان والاخوات اللي غادي يتفرجوا الحلقه وغادي يمشي ويبحثوا علي التعلم وغيطيحوا اصحاب الدورات واللي اغلبهم نصابه مشكله مجال كبير جدا ويحتاج للدراسه عميقه والفهم جيد رغم تجد الارباح يحتاج للذكاء والتوازن المحفظه دائما شراء بيع اي سهم اي سند يجب تقوم ببحث عميق وهذا البحث يطالب الجهد كبير,"['السي', 'مصطفي', 'لاول', 'مره', 'كاتجي', 'المجال', 'ديالي', 'فعلا', 'ذاك', 'الشيء', 'اللي', 'شرحتي', 'الفيديو', 'علما', 'باقي', 'التفاصيل', 'ذكرتيهمش', 'متاكد', 'بانك', 'بغيتيش', 'تذكرهم', 'علي', 'اساس', 'تسهل', 'المعلومه', 'المواطنين', 'فعلا', 'شراء', 'وبيع', 'الاسهم', 'السندات', 'شيء', 'القبيل', 'البورصه', 'الوطنيه', 'ولا', 'الدوليه', 'مخاطره', 'كبيره', 'كنت', 'اتمني', 'تقوم', 'بنصيحه', 'للاخوان', 'والاخوات', 'اللي', 'غادي', 'يتفرجوا', 'الحلقه', 'وغادي', 'يمشي', 'ويبحثوا', 'علي', 'التعلم', 'وغيطيحوا', 'اصحاب', 'الدورات', 'واللي', 'اغلبهم', 'نصابه', 'مشكله', 'مجال', 'كبير', 'جدا', 'ويحتاج', 'للدراسه', 'عميقه', 'والفهم', 'جيد', 'رغم', 'تجد', 'الارباح', 'يحتاج', 'للذكاء', 'والتوازن', 'المحفظه', 'دائما', 'شراء', 'بيع', 'اي', 'سهم', 'اي', 'سند', 'يجب', 'تقوم', 'ببحث', 'عميق', 'وهذا', 'البحث', 'يطالب', 'الجهد', 'كبير']"
35734,voila bravo encore leffort toute lquipe,positif,voila bravo encore leffort toute lquipe,"['voila', 'bravo', 'encore', 'leffort', 'toute', 'lquipe']"
35735,شكرا جزيلا علي المعلومات الاضافيه فعلا مجال ماشي ساهل وكيفما اكدت فالفيديو الحلقه تعليميه واي استشاره يفضل تاخد مستشار خبير فالمجال,positif,شكرا جزيلا علي المعلومات الاضافيه فعلا مجال ماشي ساهل وكيفما اكدت فالفيديو الحلقه تعليميه واي استشاره يفضل تاخد مستشار خبير فالمجال,"['شكرا', 'جزيلا', 'علي', 'المعلومات', 'الاضافيه', 'فعلا', 'مجال', 'ماشي', 'ساهل', 'وكيفما', 'اكدت', 'فالفيديو', 'الحلقه', 'تعليميه', 'واي', 'استشاره', 'يفضل', 'تاخد', 'مستشار', 'خبير', 'فالمجال']"
35736,question bourse hallal harame moi harame parce nas fait defforts gagner cet argent ninvestirai jamais bourse moi comparable jeux hasard comme loto chevaux katkamer beaucoup gens sont ruins bourse rappelle crise covid19 crise 2008 crise usa 1929 cela reste mon avis personnel tes daccord non prire effacer mon commentaire laisser vos abonns donner aussi leur avis sujet,négatif,question bourse hallal harame moi harame parce nas fait defforts gagner cet argent ninvestirai jamais bourse moi comparable jeux hasard comme loto chevaux katkamer beaucoup gens sont ruins bourse rappelle crise covid19 crise 2008 crise usa 1929 cela reste mon avis personnel tes daccord non prire effacer mon commentaire laisser vos abonns donner aussi leur avis sujet,"['question', 'bourse', 'hallal', 'harame', 'moi', 'harame', 'parce', 'nas', 'fait', 'defforts', 'gagner', 'cet', 'argent', 'ninvestirai', 'jamais', 'bourse', 'moi', 'comparable', 'jeux', 'hasard', 'comme', 'loto', 'chevaux', 'katkamer', 'beaucoup', 'gens', 'sont', 'ruins', 'bourse', 'rappelle', 'crise', 'covid19', 'crise', '2008', 'crise', 'usa', '1929', 'cela', 'reste', 'mon', 'avis', 'personnel', 'tes', 'daccord', 'non', 'prire', 'effacer', 'mon', 'commentaire', 'laisser', 'vos', 'abonns', 'donner', 'aussi', 'leur', 'avis', 'sujet']"
35737,حرام video,négatif,حرام video,"['حرام', 'video']"
35738,leblan lboursa mafihch chwiya rriba dakchi sanadat lmoudaraba,neutre,leblan lboursa mafihch chwiya rriba dakchi sanadat lmoudaraba,"['leblan', 'lboursa', 'mafihch', 'chwiya', 'rriba', 'dakchi', 'sanadat', 'lmoudaraba']"
35739,البورصه المرهنات يعني الاسم الحقيقي الميسر,neutre,البورصه المرهنات يعني الاسم الحقيقي الميسر,"['البورصه', 'المرهنات', 'يعني', 'الاسم', 'الحقيقي', 'الميسر']"
35740,chkoun galha lik m9ritich alih mazian w3rfti anlyses wa3rfti tkhadamhom wlh rbhti khassak dir dirssa wtahlil ad rbahti,négatif,chkoun galha lik m9ritich alih mazian w3rfti anlyses wa3rfti tkhadamhom wlh rbhti khassak dir dirssa wtahlil ad rbahti,"['chkoun', 'galha', 'lik', 'm9ritich', 'alih', 'mazian', 'w3rfti', 'anlyses', 'wa3rfti', 'tkhadamhom', 'wlh', 'rbhti', 'khassak', 'dir', 'dirssa', 'wtahlil', 'ad', 'rbahti']"
35741,وجهه نظرك بان الربح يجب ياتي الجهد البدني المباشر وجهه نظر تقليديه، ولكنها تتجاهل قيمه الجهد الفكري اداره المخاطر عالم الاعمال والاستثمار الا تري السيده خديجه بنت خويلد رضي الله عنها، حين اودعت مالها النبي محمد صلي الله وسلم، قامت بجهد عظيم؟ جهدها يتمثل حسن الاختيار اختيار الشريك التجاري الامين والكفؤ وهذا تماما يقوم المستثمر الناجح اختيار الاسهم الصناديق اداره المخاطر تحمل مخاطره ارسال مالها رحله تجاريه طويله وخطره الاستثمار البورصه عمل قائم علي البحث، التحليل، الصبر، وحسن الاختيار كلها اشكال الجهد تكافا بالربح، كوفئت خديجه رضي الله عنها علي حسن استثمارها,négatif,وجهه نظرك بان الربح يجب ياتي الجهد البدني المباشر وجهه نظر تقليديه، ولكنها تتجاهل قيمه الجهد الفكري اداره المخاطر عالم الاعمال والاستثمار الا تري السيده خديجه بنت خويلد رضي الله عنها، حين اودعت مالها النبي محمد صلي الله وسلم، قامت بجهد عظيم؟ جهدها يتمثل حسن الاختيار اختيار الشريك التجاري الامين والكفؤ وهذا تماما يقوم المستثمر الناجح اختيار الاسهم الصناديق اداره المخاطر تحمل مخاطره ارسال مالها رحله تجاريه طويله وخطره الاستثمار البورصه عمل قائم علي البحث، التحليل، الصبر، وحسن الاختيار كلها اشكال الجهد تكافا بالربح، كوفئت خديجه رضي الله عنها علي حسن استثمارها,"['وجهه', 'نظرك', 'بان', 'الربح', 'يجب', 'ياتي', 'الجهد', 'البدني', 'المباشر', 'وجهه', 'نظر', 'تقليديه،', 'ولكنها', 'تتجاهل', 'قيمه', 'الجهد', 'الفكري', 'اداره', 'المخاطر', 'عالم', 'الاعمال', 'والاستثمار', 'الا', 'تري', 'السيده', 'خديجه', 'بنت', 'خويلد', 'رضي', 'الله', 'عنها،', 'حين', 'اودعت', 'مالها', 'النبي', 'محمد', 'صلي', 'الله', 'وسلم،', 'قامت', 'بجهد', 'عظيم؟', 'جهدها', 'يتمثل', 'حسن', 'الاختيار', 'اختيار', 'الشريك', 'التجاري', 'الامين', 'والكفؤ', 'وهذا', 'تماما', 'يقوم', 'المستثمر', 'الناجح', 'اختيار', 'الاسهم', 'الصناديق', 'اداره', 'المخاطر', 'تحمل', 'مخاطره', 'ارسال', 'مالها', 'رحله', 'تجاريه', 'طويله', 'وخطره', 'الاستثمار', 'البورصه', 'عمل', 'قائم', 'علي', 'البحث،', 'التحليل،', 'الصبر،', 'وحسن', 'الاختيار', 'كلها', 'اشكال', 'الجهد', 'تكافا', 'بالربح،', 'كوفئت', 'خديجه', 'رضي', 'الله', 'عنها', 'علي', 'حسن', 'استثمارها']"
